orderId,customerId,orderDate,shipDate,status,shippingAddress,totalAmount,extraField1,op,eventTime,seqNum
c4cc90f6-d953-4924-8149-ba0c36749046,ab906a2d-0874-422b-941d-aeb0aced96d0,2025-10-27 01:02:16,2025-10-28,CANCELLED,"C/ Rio, 11",,,U,2025-11-08 05:06:20,3
d5e22057-5131-48e3-a23f-09d3df569e96,59c915bf-9a37-4116-8986-11e0274f6528,2025-11-05 23:26:23,2025-11-11,SHIPPED," C/ Sol, 56 ",,,U,2025-11-07 10:27:56,2
63720147-376f-4448-8684-e9a949e78f46,8a014b74-0cec-4ee5-a6f0-b0684a16e938,2025-10-24 00:51:43,2025-10-26,PAID,"C/ Sol, 55",,,U,2025-11-06 00:19:24,2
1ea0aee2-7c2b-41c8-81a0-da349ae06e51,9cbcf055-4b5b-4130-9ced-1a4c9f18d31e,2025-11-05 03:05:14,2025-11-11,SHIPPED,"C/ Luna, 32",,,U,2025-11-08 13:49:05,2
325afc98-f44c-46f4-b855-7db4d8dd0c23,8c234977-0a57-4fd0-9c78-4a5704e48f89,2025-11-01 07:40:22,2025-11-04,CANCELLED,"  C/ Mar, 16 ",,,U,2025-11-08 06:32:35,2
82ac577d-3f22-4cc3-b01d-43edc232cb5e,7b83dc0a-21fd-4676-8097-ac192f6d991e,2025-11-06 17:33:30,2025-11-09,NEW,"C/ Luna, 8",,,U,2025-11-08 06:05:54,3
13566ef9-7433-49fc-8d65-2358d673bd6f,f55759be-09de-4137-a9e6-e7935f712afd,2025-10-26 22:18:09,2025-11-02,NEW,"C/ Sol, 34",,,U,2025-11-08 09:05:21,2
d4b55314-de9d-4144-b518-f279e378d85b,709d1481-d29e-4544-9560-d17c8668709f,2025-10-24 23:30:02,2025-10-25,SHIPPED,"C/ Sol, 68",,legacy,U,2025-11-08 12:30:13,2
9533d2b0-2bfa-4894-9a85-43d59e9f6c83,c403b2b6-4c82-40b6-aca5-cfcc4055171f,2025-10-30 02:42:09,2025-11-09,SHIPPED,"C/ Luna, 48  ",,,U,2025-11-08 04:37:59,2
bd9a385e-7351-44c0-b1cc-af02ec03bbee,0010e534-85c3-4350-8cab-b30a63d100e8,2025-10-25 01:22:24,2025-11-02,SHIPPED,"  C/ Luna, 35 ",,,U,2025-11-08 18:11:47,3
0eb27601-1787-448a-a24d-ccc5e5d26bca,8c234977-0a57-4fd0-9c78-4a5704e48f89,2025-10-26 23:39:49,2025-10-26,PAID,"C/ Sol, 75",,legacy,U,2025-11-08 07:04:34,2
b75a97c9-3892-4502-a172-f433de76f7d7,265286fa-ca02-4a8d-bda5-1a62976f3725,2025-11-02 20:00:06,2025-11-07,PAID,"C/ Sol, 39  ",,,U,2025-11-08 11:41:06,3
b12471f2-ec91-42c1-a8b9-dceb4da58ccf,aca912d1-6773-4816-b417-857757cf20ec,2025-11-06 16:30:38,2025-11-15,PAID,"C/ Rio, 36",,,U,2025-11-07 11:23:11,2
8b7a9c53-cc3f-4901-b831-71c649d46414,a6de1e8a-2149-4a63-aaa4-fc44feb722bb,2025-10-24 12:29:28,2025-11-01,RETURNED,"C/ Luna, 93",,,U,2025-11-08 17:45:45,2
d93ae963-ef95-479e-9a6c-1315ae0b07bd,d3902cd7-6306-47e9-a961-3b498179701a,2025-11-01 00:25:55,2025-11-11,NEW,"C/ Sol, 7",,,U,2025-11-08 21:26:58,2
de67a351-c19f-427d-8647-753d1f7ed5cc,8d74b846-e84f-4a3d-a7df-fcfef939bfe5,2025-10-24 05:32:18,2025-10-29,CANCELLED,"C/ Rio, 94",,,U,2025-11-08 15:16:11,2
8ce96066-ef28-4d07-9d36-82d8d3dc6b08,bb5859ff-288e-403d-af3d-be5be52171d8,2025-11-06 05:28:56,2025-11-13,SHIPPED,"C/ Mar, 99",,,U,2025-11-08 21:23:32,2
5aa3c834-1bf4-465e-9a08-3b56e706843c,398a7e64-3508-4d9b-86b9-445bfc1675a5,2025-10-24 11:20:30,2025-11-01,SHIPPED,"C/ Luna, 87",,,U,2025-11-08 22:25:55,3
c95deb1e-6609-461a-8c01-82a7b5e2d9e2,dabb6ec4-6172-4bea-94a5-acd5cc9c2d00,2025-11-06 12:28:16,2025-11-10,PAID,"C/ Mar, 26",,,U,2025-11-08 19:20:20,2
8a9a0895-8a81-430e-ab26-a750e9e72005,bc9bb0bf-2583-40a4-8bf4-0a3e61dae2fe,2025-11-03 19:01:02,2025-11-07,SHIPPED,"C/ Rio, 77",,,U,2025-11-08 06:03:46,2
8d08e729-c0a0-4453-8787-774b10c65f7b,a9f444df-6a4f-4d03-8528-fdc3cc7dc4c4,2025-10-28 05:26:23,2025-10-30,PAID,"  C/ Sol, 69  ",,legacy,U,2025-11-08 14:33:12,2
14fa4a6c-59ba-4c89-9b9c-3f1c69a340a0,210d3c41-9489-4aad-bb42-6db98901cce2,2025-10-30 13:37:35,2025-11-08,SHIPPED,"C/ Mar, 23",,,U,2025-11-08 16:07:56,2
e5eeca5d-712a-42a6-95c4-07e650711408,,2025-10-30 19:45:25,2025-11-01,PAID,"C/ Sol, 75  ",,legacy,U,2025-11-08 20:59:05,2
59a0d63b-9068-4e51-b546-b69a73144b6a,622d2b0a-03aa-4abc-aec1-be48cce7020f,2025-11-04 07:53:56,2025-11-11,CANCELLED," C/ Luna, 32 ",,,U,2025-11-08 11:31:55,3
e60841cc-7fa1-4e04-961d-d58a22f2e89f,7a35311b-0f0e-447f-a171-2fecaf501bb3,2025-10-31 13:44:50,2025-11-08,CANCELLED,"C/ Luna, 93",,,U,2025-11-08 10:31:06,2
a7fb2b9a-68a4-4feb-8276-6f87401dde56,5ebb0cf1-589a-462d-90f8-3abbf8134e02,2025-10-28 00:27:36,2025-10-29,CANCELLED,"C/ Sol, 83",,,U,2025-11-08 05:36:53,2
14c14280-16b2-4246-b48f-15e644d9a406,b0fca5ef-13f4-46da-bcee-1004afd6ce5b,2025-10-30 01:07:57,2025-11-05,RETURNED,"C/ Sol, 9",,legacy,U,2025-11-08 09:29:01,2
352b0303-0126-4c5e-81e2-cd35ea39df70,d6401683-c03f-4059-8000-bcca1b62422f,2025-10-27 21:07:39,2025-11-02,PAID,"C/ Sol, 1",,,U,2025-11-08 18:23:54,2
8ff96813-093d-4062-a34c-3d8156da5a67,313a97e2-5a87-4d1b-beed-bdefb3a97710,2025-10-29 05:01:17,2025-11-05,SHIPPED,"C/ Mar, 26",,,U,2025-11-08 09:54:30,2
d9226651-5e58-46c7-8cfd-0799ad3cd2b1,d30d8840-92f7-4944-8f8c-536b26503f6f,2025-10-31 10:54:36,2025-11-02,SHIPPED,"C/ Rio, 57",,,U,2025-11-08 19:41:25,2
e5ed0855-e7a5-4c45-89f7-988fddddcf4b,f163cc2b-6335-427f-9a30-283c95dc1bff,2025-10-26 11:42:30,2025-11-01,PAID,"  C/ Luna, 43  ",,,U,2025-11-08 06:11:28,3
53ccf997-9ea3-429d-accc-35732b5e13f3,67d08ab5-517c-4c9a-bd33-f9f25c2f698d,2025-11-05 15:25:29,2025-11-12,SHIPPED,"C/ Luna, 76",,,U,2025-11-08 11:07:00,2
4f692c7f-8874-473f-ab0f-a96634006f88,480f2adb-173b-4865-b8ba-7dcf7b9dc420,2025-10-25 10:40:24,2025-10-25,PAID,"C/ Sol, 11",,,U,2025-11-08 02:48:25,2
b0dce7ca-c707-4aeb-99ba-4ba0b9bd8e2d,38dd815f-f3a8-4570-92f1-5ad407dcf4ff,2025-11-05 13:12:49,2025-11-11,PAID,"C/ Rio, 43",,legacy,U,2025-11-08 17:59:31,2
e04b7d33-32bd-48ab-9729-68a7475e5e61,80bc6ce2-6e85-449c-ac1b-9b3f05847c05,2025-11-01 20:03:49,2025-11-11,PAID,"C/ Mar, 73",,legacy,U,2025-11-08 14:33:14,2
2d84e8b5-f628-4d80-9a8d-d4ca02529aca,bebf0d52-61ae-437a-8a10-2362939a56d2,2025-11-02 03:31:35,2025-11-05,SHIPPED,"C/ Rio, 91",,,U,2025-11-08 11:12:56,2
85ae5b5f-86c8-44b3-90dc-09859b20de04,0c9648ab-c179-46f8-a044-ff78e9580527,2025-11-01 07:35:02,2025-11-02,SHIPPED,"C/ Luna, 66",,legacy,U,2025-11-08 00:27:57,2
05d967fd-50fc-457c-a051-c3b091488fc2,21d6c993-a818-486f-b7f8-061d0ccec747,2025-10-27 07:06:53,2025-11-03,PAID,"  C/ Rio, 32 ",,,U,2025-11-08 22:48:54,2
3acfcfa1-1269-4bef-b740-347cee113691,c4bb3e22-ef10-49c6-8cd7-394e8c61904c,2025-10-30 03:49:25,2025-11-01,SHIPPED,"C/ Luna, 92",,,U,2025-11-08 23:09:25,2
8d019f59-267d-45d1-9165-57ce98e1311d,6233b553-15e9-46dc-b070-441a28740cdf,2025-10-31 09:16:02,2025-11-10,PAID,"C/ Luna, 23",,,U,2025-11-08 07:48:07,2
