customerId,firstName,lastName,emailAddress,phoneNumber,customerSince,isActive,extraField1,op,eventTime,seqNum
2fc0e3c9-068b-449a-bf94-78af291a4759,MARTA,Fernández,martafernández+u9@example.com,888653687,2021-03-17,Y,,U,2025-11-07 17:31:55,2
727dd144-7933-480a-9055-ea5d4712d51e,Marta,Sánchez  ,martasánchez+u8@mail.com,210096896,2022-07-31,Y,legacy,U,2025-11-07 14:52:26,2
60b7ee25-1aa2-4999-9331-42717a8cd4ac,María,Fernández,maría_fernández+u9@example.com,249731073,2025-09-26,Y,,U,2025-11-07 21:28:21,2
2beb50cb-a376-456a-82be-60f38f6bab3a,Miguel,Fernández,miguel-fernández+u1@mail.com,374312711,2022-12-23,Y,legacy,U,2025-11-07 16:32:55,2
a0f1baa2-320b-42c9-b3c2-be8f04fe4fec,Pablo ,díaz,pablo_díaz+u5@mail.com,160010024,2022-09-24,Y,,U,2025-11-07 09:27:40,2
7c1e81bc-789a-41d0-a7f0-fcc106c73813,Javier,sánchez,javier-sánchez+u2@correo.es ,287163037,2025-06-20,Y,,U,2025-11-07 10:02:51,2
e43279f3-4391-44c6-b8d5-243900f40d26, CARLOS  ,Martínez,carlos.martínez+u4@correo.es,961652656,2023-05-23,Y,legacy,U,2025-11-07 15:55:30,2
0cfa4e64-bef1-4fd1-8b60-32b26c50600b,Sofía ,garcía,sofía.garcía+u2@correo.es,536364891,2025-06-16,Y,,U,2025-11-07 16:13:12,2
a1e2cf3b-596b-4f5c-825a-5a4d911b12da,Luis,rodríguez,luisrodríguez+u3@mail.com,499887522,2022-11-01,Y,,U,2025-11-07 22:23:59,2
ccfded4f-fb22-4ed0-9d65-2b1323994f0b,Miguel ,López,miguellópez+u3@example.com,177940451,2023-07-18,y,N/A,U,2025-11-07 08:38:46,2
928fc9e4-d5d1-4f6c-84b5-df85b78dc1a2,LUCÍA,Gómez,lucía.gómez+u9@test.org,398133260,2022-04-07,Y,,U,2025-11-07 02:57:01,2
d1f07097-6ded-4901-8b7c-3f2d817e6c3a,Ana,rodríguez,ana_rodríguez+u2@test.org  ,741875316,2023-05-07,y,,U,2025-11-07 11:45:14,2
1d49ec66-a48d-41d2-ab37-8fff2b9499cf,Javier,Díaz,,552102019,2021-05-30,Y,,U,2025-11-07 18:59:04,2
1d65e0b8-fa3b-4805-b46f-c26e7b8f83f4,Juan,Díaz,juan-díaz+u9@correo.es,906694263,2025-03-14,Y,,U,2025-11-07 13:51:14,2
a87aa2e9-063d-4070-8077-9199065a3d5b,LUCÍA,Martínez,  lucía.martínez+u6@test.org ,697105248,2024-09-01,Y,,U,2025-11-07 09:09:40,2
c3b5c832-091e-4abb-8583-bca6cd607c6c,Ana,gómez,anagómez+u5@correo.es,594679153,2025-03-28,Y,,U,2025-11-07 03:27:42,2
432a7ec6-5d7e-41c3-9fda-6005abe565a8,Laura,  Sánchez,laura_sánchez+u3@correo.es,967323246,2024-12-30,Y,legacy,U,2025-11-05 11:53:05,2
b605e1ab-83ff-4f5b-a827-3d79607756e3,María,martínez,maría.martínez+u2@example.com  ,830220268,2023-10-03,Y,,U,2025-11-05 15:04:38,2
c4404ffe-ae26-4e8b-ba77-c6752413630b,  MIGUEL  ,González,,473774839,2023-12-11,y,,U,2025-11-07 20:33:29,2
c86a0b5d-f9db-4cd1-8995-9f2acb6721bd,Sofía,González,sofía_gonzález+u9@example.com,904779649,2020-12-11,Y,,U,2025-11-07 13:43:15,2
bdbcd9c7-dc79-4ad7-b649-212fe3136177,Javier,Gómez,javier-gómez+u9@test.org,,2022-06-05,N,,U,2025-11-07 01:00:00,2
c2a53e23-f85b-47de-8c2f-8b615d2be575, Lucía ,díaz,  lucíadíaz+u2@test.org ,713034785,2025-06-07,n,N/A,U,2025-11-07 07:24:39,2
e93e2af9-1f98-4823-aa27-7a334941c9da,LAURA,díaz,laura-díaz+u9@test.org,267562022,2023-08-15,Y,,U,2025-11-07 09:31:16,2
57e3e819-d25f-4ec6-83fe-75cfd3bb2a12,Ana,González,ana_gonzález+u6@test.org,310530952,2022-09-02,Y,,U,2025-11-07 02:07:44,2
0df262ed-e4fd-4839-8719-48ed8742ec6d, Carlos,martínez,,356285622,2023-06-12,Y,legacy,U,2025-11-07 11:02:41,2
