customerId,firstName,lastName,emailAddress,phoneNumber,customerSince,isActive,extraField1,op,eventTime,seqNum
b9a2e8e6-d9e3-46f9-9d09-6931fca9fff7,Marta,López,,,2021-02-18,y,N/A,I,2025-11-06 00:29:41,1
b0fca5ef-13f4-46da-bcee-1004afd6ce5b,Carlos,González,,419026831,2022-03-30,Y,legacy,I,2025-11-06 01:06:14,1
202f182e-f331-4144-abcf-0f61a534cddf,Luis,Sánchez,luis-sánchez@correo.es,606524296,2021-10-12,Y,legacy,I,2025-11-06 11:31:50,1
72925121-e0eb-4adb-a094-1d22b85d898b,Ana,sánchez,anasánchez@test.org,394225258,2021-03-12,Y,,I,2025-11-06 12:55:14,1
ecd71fa4-528a-47a7-b239-fb2cdb1a78ee,  Laura ,Pérez,laura.pérez@example.com,259618773,2021-09-11,Y,,I,2025-11-06 02:48:05,1
d8558d46-022e-4585-b1cc-15f48aad45fd,JAVIER,González,javier_gonzález@example.com  ,995413982,2025-03-06,Y,,I,2025-11-06 06:44:43,1
8241e124-500c-4e17-8a41-f5ba04fdecd2,Javier,Pérez,javier_pérez@mail.com,976736384,2021-07-05,Y,,I,2025-11-06 00:17:06,1
af96edfe-e5d5-46c0-a2fe-d4405f15a79a,LAURA,sánchez ,laura.sánchez@example.com,195478104,2022-10-17,Y,legacy,I,2025-11-06 04:20:13,1
1b99f722-1a4d-4640-93fa-203954033585,MARTA,López ,marta-lópez@correo.es,088065007,2021-06-08,Y,,I,2025-11-06 03:44:50,1
1a8fa31a-1876-41ba-8959-141386be8901,SOFÍA,garcía,sofía-garcía@example.com,957129557,2022-04-28,Y,N/A,I,2025-11-06 19:06:32,1
29dbe0d8-8184-468b-8691-06203c066467,Laura ,Martínez,laura.martínez@mail.com,645592723,2021-05-28,Y,,I,2025-11-06 15:53:05,1
b2965505-9927-4816-a7a9-3fdd2ea44d73,Luis,García,luis.garcía@example.com ,453985659,2024-10-26,y,,I,2025-11-06 00:31:44,1
73d16c0f-50fc-4ac3-8b0b-990430a0b1aa,Luis,Gómez,luisgómez@correo.es,980420762,2022-03-30,Y,,I,2025-11-06 09:04:15,1
45e93f3e-755e-41f6-b365-b5056fd08b13,ANA, López ,ana_lópez@example.com,882217846,2021-07-24,y,legacy,I,2025-11-06 18:32:15,1
9d6a22be-1d07-46f5-9b53-c5b56ded841b,MARÍA,Fernández,maría_fernández@correo.es,730419388,2021-02-17,Y,,I,2025-11-06 20:24:21,1
82652f3d-4d51-4f3d-8b00-7f2596da0fb6,Lucía, López,lucíalópez@test.org,,2023-04-18,Y,N/A,I,2025-11-06 05:51:22,1
43c986ac-678a-425a-ac39-43dc81421f70,LAURA,Sánchez, laura-sánchez@example.com  ,442149696,2024-01-08,Y,,I,2025-11-06 13:43:47,1
a6c736ce-c842-472d-8abc-2ae0962d5b71,Lucía,Sánchez,lucíasánchez@test.org,626609238,2024-07-30,Y,,I,2025-11-06 06:14:39,1
e6d1594f-8d32-4849-99ce-ab3d1eb7483a,MIGUEL,  López,miguel-lópez@mail.com,872864591,2024-10-17,Y,N/A,I,2025-11-06 07:04:42,1
e93e2af9-1f98-4823-aa27-7a334941c9da,LAURA,díaz,laura-díaz@test.org,267562022,2023-08-15,Y,,I,2025-11-06 03:48:46,1
7b4d13a8-f48a-44ec-bce5-104b968293d2,Juan, Fernández ,juan_fernández@example.com,687303789,2022-03-22,N,N/A,I,2025-11-06 06:29:35,1
3637793b-01a5-46b4-9c1a-1ccd2faaac30, Miguel  ,Sánchez, miguel_sánchez@correo.es,595604812,2025-01-27,Y,,I,2025-11-06 16:05:23,1
3d6b454b-b6b8-456b-9647-8b270f4aad30,Sofía,González,sofíagonzález@example.com,900286241,2024-07-04,Y,,I,2025-11-06 12:31:33,1
6943e0fd-b642-4d27-8801-6c23de62e4af, Carlos  ,Martínez,carlos_martínez@correo.es,066178619,2021-11-23,Y,,I,2025-11-06 19:42:31,1
a9612b0e-1685-4b78-b941-07687f4c5776,CARLOS,López,carloslópez@example.com,747928544,2025-03-23,Y,legacy,I,2025-11-06 23:50:01,1
7b83dc0a-21fd-4676-8097-ac192f6d991e,Luis,González,luis_gonzález@test.org,322585512,2024-10-03,Y,,I,2025-11-06 11:42:07,1
cb4d0aa6-c9f3-48c3-a908-aab8a5e9921e,Pablo,Pérez,pablo.pérez@example.com,395343273,2024-09-24,n,N/A,I,2025-11-06 22:29:20,1
ef575094-58bd-4f7d-98f6-a4b96b15e552,JUAN,Sánchez,juansánchez@correo.es,100296710,2025-01-14,Y,,I,2025-11-06 08:37:26,1
b81c2685-ed3c-4dc1-b21b-69b9114c8c22,  Ana  ,  González ,ana.gonzález@example.com,456739254,2024-12-25,Y,,I,2025-11-06 14:30:23,1
6e9c9c74-4ae8-45ae-a78c-6fefb0477c4f,Luis,Sánchez,luissánchez@example.com,277469766,2022-09-19,Y,N/A,I,2025-11-06 22:40:14,1
